id,invoice_id,description,amount,usage_units
657e1b41-33fc-4068-ae64-dbee5c7c2070,5a1aa43b-db4d-4928-a98f-b1ccdc000e4b,Priority Support,187,288
bb08bf98-d629-49a6-9fd9-5ec0d22eeabb,5a1aa43b-db4d-4928-a98f-b1ccdc000e4b,Extra Storage,123,135
455b9757-e082-4264-a1e9-c411ef7f6cd1,1c5e4d41-4501-4585-a99d-2370200a093a,API Usage,13,372
2ea848b4-36ee-4755-b3dc-07202384b77b,1c5e4d41-4501-4585-a99d-2370200a093a,Priority Support,123,359
3ab17b90-4fc9-47df-a62f-005c0d8be295,1c5e4d41-4501-4585-a99d-2370200a093a,Additional Users,42,148
f3d86395-5b40-47ee-bfa4-32320c73646e,db44865d-ddea-4a9c-b118-b2caa60e8465,Extra Storage,100,353
8acdbfee-f90c-47aa-a942-b33a69b50219,db44865d-ddea-4a9c-b118-b2caa60e8465,Additional Users,33,99
2cf1e93c-7a37-435b-8e5a-d5da51ebf16a,db44865d-ddea-4a9c-b118-b2caa60e8465,Extra Storage,74,309
3b21a35d-c790-4ede-8b98-4fa16d009378,db44865d-ddea-4a9c-b118-b2caa60e8465,Subscription Plan,83,417
0aee1be1-7250-4b02-a613-77e5449f0301,db44865d-ddea-4a9c-b118-b2caa60e8465,Additional Users,52,53
d631f832-1257-4699-97cd-91a15ce438b3,a41fbdd6-26c5-4064-b698-bfb2511e3ca7,Priority Support,117,388
b1754b61-0275-43db-b541-1fcd92adb3a1,a41fbdd6-26c5-4064-b698-bfb2511e3ca7,Additional Users,97,396
500622fe-aa7a-4a51-b120-ac2fa3d167ec,a41fbdd6-26c5-4064-b698-bfb2511e3ca7,Additional Users,32,110
5890a04a-e46c-476b-baa2-4ef93be8d421,74c3d3ec-98f6-4408-8b7f-de5282d1dd9c,API Usage,110,277
75df1dc9-8376-499c-93cf-7558f9afb8fe,74c3d3ec-98f6-4408-8b7f-de5282d1dd9c,Extra Storage,104,161
85692ae3-6072-4fc7-a077-9624d0f129c9,74c3d3ec-98f6-4408-8b7f-de5282d1dd9c,Priority Support,184,238
8dfeaa99-236f-43dd-8922-57c3d67bcd5a,0d2831f1-6636-42a3-b9b1-0ac1f9a8f7e0,Additional Users,46,48
456e1180-51d4-4d6d-b26c-7862763d228f,0d2831f1-6636-42a3-b9b1-0ac1f9a8f7e0,Additional Users,32,217
5213143b-fa42-45ae-b858-d07ed435d1c8,0d2831f1-6636-42a3-b9b1-0ac1f9a8f7e0,Additional Users,84,455
714febb6-36c0-4575-ae51-4e4a87a39e7c,8fe4702a-5278-40a7-9184-fef878340911,Priority Support,191,305
2ac511fc-2620-4383-bc7f-bb7a477474c2,8fe4702a-5278-40a7-9184-fef878340911,Extra Storage,62,116
897a012d-2516-4feb-8bb2-67514bc188da,8fe4702a-5278-40a7-9184-fef878340911,API Usage,30,110
94f9623e-06be-40fd-a603-4ad5b285ec00,4652f2b7-214e-4712-b2ed-1f937ff19d5f,Subscription Plan,19,335
