id,account_id,period,amount,status,issued_date,created_at
7619fcd9-c8db-47e8-952d-d0a19097fbab,4a319096-c350-4642-8635-bb8a194ea3aa,2026-05,388,Overdue,2026-05-22,2026-06-21 18:04:50.721322
d78aec0c-a2d6-4a31-a4d2-94a65e5be3fb,4a319096-c350-4642-8635-bb8a194ea3aa,2026-04,338,Pending,2026-04-22,2026-06-21 18:04:50.721367
2b5db2b0-1855-448c-a5cb-a392d1a4e0b5,4a319096-c350-4642-8635-bb8a194ea3aa,2026-03,300,Overdue,2026-03-23,2026-06-21 18:04:50.721423
063aa769-bdde-4d5c-b1c7-5370d3ff2cc4,4a319096-c350-4642-8635-bb8a194ea3aa,2026-02,387,Overdue,2026-02-21,2026-06-21 18:04:50.721481
cb4b991b-f7e7-4240-a1e2-c5bb126e3867,4a319096-c350-4642-8635-bb8a194ea3aa,2026-01,409,Paid,2026-01-22,2026-06-21 18:04:50.721523
c33f4f62-0ce0-4bca-88ba-de23d269adf9,4a319096-c350-4642-8635-bb8a194ea3aa,2025-12,435,Pending,2025-12-23,2026-06-21 18:04:50.721579
703b6922-4ed0-4292-a667-7c9a293e926b,4a319096-c350-4642-8635-bb8a194ea3aa,2025-11,399,Pending,2025-11-23,2026-06-21 18:04:50.721630
61019f12-f60a-4a9d-968f-48dc17fa8617,4a319096-c350-4642-8635-bb8a194ea3aa,2025-10,363,Paid,2025-10-24,2026-06-21 18:04:50.721671
97032fda-53b4-4781-bd0f-213d4c3c034b,4a319096-c350-4642-8635-bb8a194ea3aa,2025-09,423,Overdue,2025-09-24,2026-06-21 18:04:50.721712
d4193af6-007d-4f87-a289-56e4441c2968,4a319096-c350-4642-8635-bb8a194ea3aa,2025-08,356,Pending,2025-08-25,2026-06-21 18:04:50.721753
7cdf1936-8bab-4d87-bad5-155b4285b340,4a319096-c350-4642-8635-bb8a194ea3aa,2025-07,415,Overdue,2025-07-26,2026-06-21 18:04:50.721810
6212a739-5d9a-4e4e-931b-34a8a46562a0,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2026-06,446,Paid,2026-06-21,2026-06-21 18:04:50.729706
9781743a-df73-474e-9431-21347ff8619d,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2026-05,377,Overdue,2026-05-22,2026-06-21 18:04:50.729851
b2c428ec-c942-4bff-8ed3-1906a383fad3,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2026-04,371,Pending,2026-04-22,2026-06-21 18:04:50.730012
c6de450e-8cb6-4cee-adc2-28ccfd4429d0,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2026-03,330,Pending,2026-03-23,2026-06-21 18:04:50.730076
b2440d61-5c24-4b68-8b1a-c9d3da4b2935,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2026-02,312,Overdue,2026-02-21,2026-06-21 18:04:50.730118
a778b315-b686-41d1-a80e-0f30b62ea51d,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2026-01,401,Pending,2026-01-22,2026-06-21 18:04:50.730170
e3271252-4c6c-4e46-9bdc-bf615a208820,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2025-12,441,Pending,2025-12-23,2026-06-21 18:04:50.730227
378253a7-3d77-437e-8d11-4a0e9de78ac1,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2025-11,346,Overdue,2025-11-23,2026-06-21 18:04:50.730355
a3e288df-2a84-4bc4-b8aa-039fd28ab9b1,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2025-10,305,Overdue,2025-10-24,2026-06-21 18:04:50.730400
dff5cac5-5e18-4b2c-8fb4-7a6b09ef77c3,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2025-09,389,Pending,2025-09-24,2026-06-21 18:04:50.730506
80e35d6a-41c1-47d6-a877-8af5f7c526b7,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2025-08,348,Pending,2025-08-25,2026-06-21 18:04:50.730612
74bed0a8-8639-4de4-8196-ca5027154171,cf9e5c86-0e01-425d-81a5-5d60f2bff1de,2025-07,394,Paid,2025-07-26,2026-06-21 18:04:50.730814
37343652-c204-4286-80e5-2bd4b28dbf51,f1354fc3-75ef-443e-b820-8083940c4856,2026-06,342,Pending,2026-06-21,2026-06-21 18:04:50.740947
c66aa5b2-bfb9-4d6b-829b-66524a397f89,f1354fc3-75ef-443e-b820-8083940c4856,2026-05,398,Paid,2026-05-22,2026-06-21 18:04:50.740999
1e1aa294-8772-41bd-bafe-369f6bb32ecf,f1354fc3-75ef-443e-b820-8083940c4856,2026-04,344,Paid,2026-04-22,2026-06-21 18:04:50.741049
9438a50a-2cee-4336-80aa-461006f4751b,f1354fc3-75ef-443e-b820-8083940c4856,2026-03,321,Overdue,2026-03-23,2026-06-21 18:04:50.741099
40edfe8b-0b0c-4a06-9024-b51adeadc8bc,f1354fc3-75ef-443e-b820-8083940c4856,2026-02,401,Overdue,2026-02-21,2026-06-21 18:04:50.741156
337d8dd0-cf3a-431a-b4f3-158f5f7003b6,f1354fc3-75ef-443e-b820-8083940c4856,2026-01,364,Paid,2026-01-22,2026-06-21 18:04:50.741227
bdf47b3c-91ec-469d-b12b-a9c25b66d4e7,f1354fc3-75ef-443e-b820-8083940c4856,2025-12,438,Pending,2025-12-23,2026-06-21 18:04:50.741308
8b6bc9b6-28ad-42b4-a3b7-1d2908a90e3e,f1354fc3-75ef-443e-b820-8083940c4856,2025-11,326,Overdue,2025-11-23,2026-06-21 18:04:50.741387
8cf55ba3-6ebe-4d45-9065-b4dbfc410326,f1354fc3-75ef-443e-b820-8083940c4856,2025-10,299,Pending,2025-10-24,2026-06-21 18:04:50.741530
3b35b886-6e19-4f91-8ac8-a52d2c785d3b,f1354fc3-75ef-443e-b820-8083940c4856,2025-09,349,Overdue,2025-09-24,2026-06-21 18:04:50.741623
0e0c196a-add8-488c-a970-071d200f77af,f1354fc3-75ef-443e-b820-8083940c4856,2025-08,371,Paid,2025-08-25,2026-06-21 18:04:50.741731
d9df1ae6-9ce4-44b3-9f35-f489a37cb18d,f1354fc3-75ef-443e-b820-8083940c4856,2025-07,369,Overdue,2025-07-26,2026-06-21 18:04:50.741842
cbb33528-7b81-429b-9569-ce50b9c57e99,e6e2af16-0440-43b2-ae02-50f9247726d3,2026-06,194,Pending,2026-06-21,2026-06-21 18:04:50.753172
8964fc40-492c-42d8-a7fa-f884cd95064c,e6e2af16-0440-43b2-ae02-50f9247726d3,2026-05,232,Paid,2026-05-22,2026-06-21 18:04:50.753343
a0e92767-b705-4488-82cd-f048a35dd193,e6e2af16-0440-43b2-ae02-50f9247726d3,2026-04,202,Overdue,2026-04-22,2026-06-21 18:04:50.753430
1e88d214-e0d9-4b9a-abf2-6f5289ea76e3,e6e2af16-0440-43b2-ae02-50f9247726d3,2026-03,221,Overdue,2026-03-23,2026-06-21 18:04:50.753503
9b9e7c34-579f-4e78-b4be-971bd4b2b102,e6e2af16-0440-43b2-ae02-50f9247726d3,2026-02,190,Paid,2026-02-21,2026-06-21 18:04:50.753596
0299d12b-503f-419f-9f30-52c7ff8f7ee3,e6e2af16-0440-43b2-ae02-50f9247726d3,2026-01,183,Pending,2026-01-22,2026-06-21 18:04:50.753675
67a7b357-3a80-4ca6-9a71-29691abff35f,e6e2af16-0440-43b2-ae02-50f9247726d3,2025-12,194,Pending,2025-12-23,2026-06-21 18:04:50.753750
a8a073e8-e62a-4b6a-a91e-e7406fa55b9d,e6e2af16-0440-43b2-ae02-50f9247726d3,2025-11,112,Overdue,2025-11-23,2026-06-21 18:04:50.753854
567c0db6-4732-4b30-82d3-4c01f9155d0a,e6e2af16-0440-43b2-ae02-50f9247726d3,2025-10,171,Overdue,2025-10-24,2026-06-21 18:04:50.753928
f3e7065f-c6ad-48ca-9aa9-19bc4f8dddcd,e6e2af16-0440-43b2-ae02-50f9247726d3,2025-09,133,Pending,2025-09-24,2026-06-21 18:04:50.754021
e0a0e33c-f7fd-4c63-aa8e-4e720f0256e2,e6e2af16-0440-43b2-ae02-50f9247726d3,2025-08,176,Paid,2025-08-25,2026-06-21 18:04:50.754080
84ec3d8d-1e2b-4014-a879-f92cc8ca5117,e6e2af16-0440-43b2-ae02-50f9247726d3,2025-07,244,Paid,2025-07-26,2026-06-21 18:04:50.754151
e49bc4f8-a9c4-4c09-ba1f-9d86558617f4,10853b5f-d44a-473b-aacd-cce5a9440729,2026-06,164,Pending,2026-06-21,2026-06-21 18:04:50.762853
5dffaaac-78d0-4f53-b9a0-a6a841194c84,10853b5f-d44a-473b-aacd-cce5a9440729,2026-05,144,Pending,2026-05-22,2026-06-21 18:04:50.763043
c1ee4ec7-e7ea-4616-83c1-6339bf214f31,10853b5f-d44a-473b-aacd-cce5a9440729,2026-04,115,Pending,2026-04-22,2026-06-21 18:04:50.763107
0baa589a-7446-413c-a3f4-c67fe9c4c63d,10853b5f-d44a-473b-aacd-cce5a9440729,2026-03,163,Pending,2026-03-23,2026-06-21 18:04:50.763202
54f1532a-04c4-4273-8dc1-73763a63b7d0,10853b5f-d44a-473b-aacd-cce5a9440729,2026-02,187,Pending,2026-02-21,2026-06-21 18:04:50.763284
bde09945-44ca-4be2-82ba-b2a48797bfd0,10853b5f-d44a-473b-aacd-cce5a9440729,2026-01,144,Paid,2026-01-22,2026-06-21 18:04:50.763342
fc2274df-c909-431b-8e8f-c7c2bb261331,10853b5f-d44a-473b-aacd-cce5a9440729,2025-12,213,Pending,2025-12-23,2026-06-21 18:04:50.763398
2f4c65dd-905f-4701-8e4c-8348db66fd67,10853b5f-d44a-473b-aacd-cce5a9440729,2025-11,108,Pending,2025-11-23,2026-06-21 18:04:50.763455
960fd61a-9e20-41dd-a757-af8a8f797f0f,10853b5f-d44a-473b-aacd-cce5a9440729,2025-10,157,Pending,2025-10-24,2026-06-21 18:04:50.763575
c17a2dd6-dcc8-44ef-b69f-77aad0b50906,10853b5f-d44a-473b-aacd-cce5a9440729,2025-09,140,Pending,2025-09-24,2026-06-21 18:04:50.763653
3ae42e37-2128-42fa-8bf4-1fa911b22728,10853b5f-d44a-473b-aacd-cce5a9440729,2025-08,106,Paid,2025-08-25,2026-06-21 18:04:50.763713
462db7c6-5136-4825-a682-4e7d843f37f7,10853b5f-d44a-473b-aacd-cce5a9440729,2025-07,166,Paid,2025-07-26,2026-06-21 18:04:50.763761
8561879e-e0eb-4f68-82c5-cc6c2b6fd733,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2026-06,65,Pending,2026-06-21,2026-06-21 18:04:50.769290
0ee3e54c-bcc4-44b7-96ab-2491493aaca4,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2026-05,174,Overdue,2026-05-22,2026-06-21 18:04:50.769346
ab3bf075-261d-4be6-9008-7d178bb47ffd,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2026-04,122,Pending,2026-04-22,2026-06-21 18:04:50.769390
0efd7a6d-f144-42e8-a1e2-994f7f3f7651,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2026-03,173,Pending,2026-03-23,2026-06-21 18:04:50.769450
27c63e19-c491-4882-bd6b-e5f1860201bd,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2026-02,67,Pending,2026-02-21,2026-06-21 18:04:50.769548
b1a9a40e-0497-41d3-b67f-367d9fc97202,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2026-01,160,Paid,2026-01-22,2026-06-21 18:04:50.769590
b56f1ec2-1034-45d6-ada8-b21c5264b45e,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2025-12,171,Overdue,2025-12-23,2026-06-21 18:04:50.769656
93f294bd-577d-4f4f-9974-2413977ae2d4,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2025-11,174,Pending,2025-11-23,2026-06-21 18:04:50.769705
f470bd31-4ed4-47e2-b676-3cf46f97eb03,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2025-10,47,Pending,2025-10-24,2026-06-21 18:04:50.769761
ccd5dc7a-0589-4bd6-ab1e-fdacee72f138,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2025-09,165,Pending,2025-09-24,2026-06-21 18:04:50.769818
a5b42983-5f5d-4fb5-aba7-51ec689c52ef,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2025-08,105,Paid,2025-08-25,2026-06-21 18:04:50.769859
ecefa804-ea6d-49b2-a26a-5f8e81c69ca4,0ed5b12a-9f77-48e6-be6e-46dbb72d7e71,2025-07,90,Overdue,2025-07-26,2026-06-21 18:04:50.769916
3e2776ff-f02f-4cf0-9462-82edacdf63c6,a899bc30-3d58-4941-9b92-c5e40584d04a,2026-06,209,Overdue,2026-06-21,2026-06-21 18:04:50.777698
6da80dd9-c578-4970-b976-7775c90886dc,a899bc30-3d58-4941-9b92-c5e40584d04a,2026-05,132,Pending,2026-05-22,2026-06-21 18:04:50.777765
fe7b115b-1c82-42d0-825e-b411a0dd3913,a899bc30-3d58-4941-9b92-c5e40584d04a,2026-04,105,Pending,2026-04-22,2026-06-21 18:04:50.777825
bac423db-8be8-4f94-8a4c-0b3228cbceba,a899bc30-3d58-4941-9b92-c5e40584d04a,2026-03,221,Overdue,2026-03-23,2026-06-21 18:04:50.777881
b8600cbb-484b-4ad4-850e-b6e6754bef8a,a899bc30-3d58-4941-9b92-c5e40584d04a,2026-02,185,Pending,2026-02-21,2026-06-21 18:04:50.777931
d1e13a9b-26aa-42cb-8299-83686e79e929,a899bc30-3d58-4941-9b92-c5e40584d04a,2026-01,100,Overdue,2026-01-22,2026-06-21 18:04:50.777973
9cc500c3-9a43-4d54-a410-88e17d18cc4f,a899bc30-3d58-4941-9b92-c5e40584d04a,2025-12,165,Paid,2025-12-23,2026-06-21 18:04:50.778030
991b69b6-f5a3-4e00-b732-db37d7998682,a899bc30-3d58-4941-9b92-c5e40584d04a,2025-11,184,Pending,2025-11-23,2026-06-21 18:04:50.778087
984d5a2e-4173-4aa8-85d0-1823d01863ff,a899bc30-3d58-4941-9b92-c5e40584d04a,2025-10,145,Pending,2025-10-24,2026-06-21 18:04:50.778154
8e4a2288-ec5d-4b23-ac49-018e36e207d6,a899bc30-3d58-4941-9b92-c5e40584d04a,2025-09,108,Overdue,2025-09-24,2026-06-21 18:04:50.778210
51f6d9a8-3d35-4f7b-9e41-d99ab40490f0,a899bc30-3d58-4941-9b92-c5e40584d04a,2025-08,215,Pending,2025-08-25,2026-06-21 18:04:50.778266
93cf98ed-4b33-4419-b674-5d7ed44269a6,a899bc30-3d58-4941-9b92-c5e40584d04a,2025-07,140,Paid,2025-07-26,2026-06-21 18:04:50.778315
4fcb6057-6b83-41f1-89ee-3db2146a298f,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2026-06,92,Paid,2026-06-21,2026-06-21 18:04:50.783286
dde559a5-24f8-4e95-8a17-af268a9c82ae,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2026-05,171,Paid,2026-05-22,2026-06-21 18:04:50.783335
f3d5f067-0bcf-46ad-ac66-d60677db2c70,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2026-04,179,Pending,2026-04-22,2026-06-21 18:04:50.783394
407dffee-b2d0-4796-a59f-625cab98d1f0,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2026-03,150,Paid,2026-03-23,2026-06-21 18:04:50.783446
febc4629-6d2a-4b1b-8e91-d9ccd727aaad,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2026-02,63,Paid,2026-02-21,2026-06-21 18:04:50.783488
eaef62f8-7860-4f50-a831-bce574c08dc2,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2026-01,132,Pending,2026-01-22,2026-06-21 18:04:50.783547
df848cee-3201-48af-99d6-04515fe75a17,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2025-12,161,Paid,2025-12-23,2026-06-21 18:04:50.783589
50e20c02-f947-48e0-8224-db1780e8d348,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2025-11,66,Pending,2025-11-23,2026-06-21 18:04:50.783629
d0b1db06-df09-4eec-800a-d6f4dfe2e17c,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2025-10,143,Paid,2025-10-24,2026-06-21 18:04:50.783734
f432116d-7858-40d3-be7c-17bf2936a94a,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2025-09,112,Paid,2025-09-24,2026-06-21 18:04:50.783792
2b0ace2e-4afd-41a9-93f5-25ef059aae77,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2025-08,161,Pending,2025-08-25,2026-06-21 18:04:50.783842
7f2d648a-e19c-4d2f-9837-9df320cecdfd,80e7ea84-3605-4cb4-ac12-ff5128f5d4d0,2025-07,154,Overdue,2025-07-26,2026-06-21 18:04:50.783899
